[100] - 127.0.0.1 - [01/Jun/2014 12:00:51 +03:00] Y:\home\upcms.up\www\admin\includes\enter.php - Успешный вход [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:22 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:22 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:22 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:22 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:22 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:22 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:22 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:22 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:22 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:23 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:23 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:23 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:23 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:23 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:23 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:23 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:23 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:24 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:24 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
[100] - 127.0.0.1 - [01/Jun/2014 20:13:24 +03:00] Y:\home\upcms.up\www\admin\includes\gallery.php - Сортировка фото в галерее [jQuery] - Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36
